id,temporada,antelacion,competicion,rival,interes,interes acumulado
19/20 · LaLiga · Alaves,19/20,-16,LaLiga,Alaves,1324,79284
19/20 · LaLiga · Alaves,19/20,-15,LaLiga,Alaves,1285,80569
19/20 · LaLiga · Alaves,19/20,-14,LaLiga,Alaves,2042,82611
19/20 · LaLiga · Alaves,19/20,-13,LaLiga,Alaves,2786,85397
19/20 · LaLiga · Alaves,19/20,-12,LaLiga,Alaves,2407,87804
19/20 · LaLiga · Alaves,19/20,-11,LaLiga,Alaves,2474,90278
19/20 · LaLiga · Alaves,19/20,-10,LaLiga,Alaves,2143,92421
19/20 · LaLiga · Alaves,19/20,-9,LaLiga,Alaves,1974,94395
19/20 · LaLiga · Alaves,19/20,-8,LaLiga,Alaves,1975,96370
19/20 · LaLiga · Alaves,19/20,-7,LaLiga,Alaves,2026,98396
19/20 · LaLiga · Alaves,19/20,-6,LaLiga,Alaves,2236,100632
19/20 · LaLiga · Alaves,19/20,-5,LaLiga,Alaves,3097,103729
19/20 · LaLiga · Alaves,19/20,-4,LaLiga,Alaves,2900,106629
19/20 · LaLiga · Alaves,19/20,-3,LaLiga,Alaves,5375,112004
19/20 · LaLiga · Alaves,19/20,-2,LaLiga,Alaves,5225,117229
19/20 · LaLiga · Alaves,19/20,-1,LaLiga,Alaves,5818,123047
19/20 · LaLiga · Alaves,19/20,0,LaLiga,Alaves,4819,127866
19/20 · Gamper · Arsenal,19/20,-44,Gamper,Arsenal,16536,16536
19/20 · Gamper · Arsenal,19/20,-43,Gamper,Arsenal,7623,24159
19/20 · Gamper · Arsenal,19/20,-42,Gamper,Arsenal,5509,29668
19/20 · Gamper · Arsenal,19/20,-41,Gamper,Arsenal,5447,35115
19/20 · Gamper · Arsenal,19/20,-40,Gamper,Arsenal,4984,40099
19/20 · Gamper · Arsenal,19/20,-39,Gamper,Arsenal,4439,44538
19/20 · Gamper · Arsenal,19/20,-38,Gamper,Arsenal,3933,48471
19/20 · Gamper · Arsenal,19/20,-37,Gamper,Arsenal,8441,56912
19/20 · Gamper · Arsenal,19/20,-36,Gamper,Arsenal,4109,61021
19/20 · Gamper · Arsenal,19/20,-35,Gamper,Arsenal,4165,65186
19/20 · Gamper · Arsenal,19/20,-34,Gamper,Arsenal,4695,69881
19/20 · Gamper · Arsenal,19/20,-33,Gamper,Arsenal,4494,74375
19/20 · Gamper · Arsenal,19/20,-32,Gamper,Arsenal,4893,79268
19/20 · Gamper · Arsenal,19/20,-31,Gamper,Arsenal,6902,86170
19/20 · Gamper · Arsenal,19/20,-30,Gamper,Arsenal,6319,92489
19/20 · Gamper · Arsenal,19/20,-29,Gamper,Arsenal,4681,97170
19/20 · Gamper · Arsenal,19/20,-28,Gamper,Arsenal,4763,101933
19/20 · Gamper · Arsenal,19/20,-27,Gamper,Arsenal,5905,107838
19/20 · Gamper · Arsenal,19/20,-26,Gamper,Arsenal,5437,113275
19/20 · Gamper · Arsenal,19/20,-25,Gamper,Arsenal,5012,118287
19/20 · Gamper · Arsenal,19/20,-24,Gamper,Arsenal,4874,123161
19/20 · Gamper · Arsenal,19/20,-23,Gamper,Arsenal,6771,129932
19/20 · Gamper · Arsenal,19/20,-22,Gamper,Arsenal,6073,136005
19/20 · Gamper · Arsenal,19/20,-21,Gamper,Arsenal,7150,143155
19/20 · Gamper · Arsenal,19/20,-20,Gamper,Arsenal,7954,151109
19/20 · Gamper · Arsenal,19/20,-19,Gamper,Arsenal,9214,160323
19/20 · Gamper · Arsenal,19/20,-18,Gamper,Arsenal,9255,169578
19/20 · Gamper · Arsenal,19/20,-17,Gamper,Arsenal,6851,176429
19/20 · Gamper · Arsenal,19/20,-16,Gamper,Arsenal,6166,182595
19/20 · Gamper · Arsenal,19/20,-15,Gamper,Arsenal,5501,188096
19/20 · Gamper · Arsenal,19/20,-14,Gamper,Arsenal,6487,194583
19/20 · Gamper · Arsenal,19/20,-13,Gamper,Arsenal,6979,201562
19/20 · Gamper · Arsenal,19/20,-12,Gamper,Arsenal,6822,208384
19/20 · Gamper · Arsenal,19/20,-11,Gamper,Arsenal,11315,219699
19/20 · Gamper · Arsenal,19/20,-10,Gamper,Arsenal,6277,225976
19/20 · Gamper · Arsenal,19/20,-9,Gamper,Arsenal,5798,231774
19/20 · Gamper · Arsenal,19/20,-8,Gamper,Arsenal,6454,238228
19/20 · Gamper · Arsenal,19/20,-7,Gamper,Arsenal,8043,246271
19/20 · Gamper · Arsenal,19/20,-6,Gamper,Arsenal,10217,256488
19/20 · Gamper · Arsenal,19/20,-5,Gamper,Arsenal,10536,267024
19/20 · Gamper · Arsenal,19/20,-4,Gamper,Arsenal,10592,277616
19/20 · Gamper · Arsenal,19/20,-3,Gamper,Arsenal,11870,289486
19/20 · Gamper · Arsenal,19/20,-2,Gamper,Arsenal,12029,301515
19/20 · Gamper · Arsenal,19/20,-1,Gamper,Arsenal,15124,316639
19/20 · Gamper · Arsenal,19/20,0,Gamper,Arsenal,23426,340065
19/20 · Copa del Rey · Leganes,19/20,-6,Copa del Rey,Leganes,4407,4407
19/20 · Copa del Rey · Leganes,19/20,-5,Copa del Rey,Leganes,5019,9426
19/20 · Copa del Rey · Leganes,19/20,-4,Copa del Rey,Leganes,4565,13991
19/20 · Copa del Rey · Leganes,19/20,-3,Copa del Rey,Leganes,6300,20291
19/20 · Copa del Rey · Leganes,19/20,-2,Copa del Rey,Leganes,7112,27403
19/20 · Copa del Rey · Leganes,19/20,-1,Copa del Rey,Leganes,8622,36025
19/20 · Copa del Rey · Leganes,19/20,0,Copa del Rey,Leganes,9531,45556
18/19 · UCL · Tottenham,18/19,-29,UCL,Tottenham,2682,2682
18/19 · UCL · Tottenham,18/19,-28,UCL,Tottenham,4656,7338
18/19 · UCL · Tottenham,18/19,-27,UCL,Tottenham,2556,9894
18/19 · UCL · Tottenham,18/19,-26,UCL,Tottenham,1953,11847
18/19 · UCL · Tottenham,18/19,-25,UCL,Tottenham,1635,13482
18/19 · UCL · Tottenham,18/19,-24,UCL,Tottenham,1318,14800
18/19 · UCL · Tottenham,18/19,-23,UCL,Tottenham,1465,16265
18/19 · UCL · Tottenham,18/19,-22,UCL,Tottenham,1773,18038
18/19 · UCL · Tottenham,18/19,-21,UCL,Tottenham,1850,19888
18/19 · UCL · Tottenham,18/19,-20,UCL,Tottenham,1741,21629
18/19 · UCL · Tottenham,18/19,-19,UCL,Tottenham,1529,23158
18/19 · UCL · Tottenham,18/19,-18,UCL,Tottenham,1490,24648
18/19 · UCL · Tottenham,18/19,-17,UCL,Tottenham,1268,25916
18/19 · UCL · Tottenham,18/19,-16,UCL,Tottenham,1438,27354
18/19 · UCL · Tottenham,18/19,-15,UCL,Tottenham,1775,29129
18/19 · UCL · Tottenham,18/19,-14,UCL,Tottenham,1729,30858
18/19 · UCL · Tottenham,18/19,-13,UCL,Tottenham,2090,32948
18/19 · UCL · Tottenham,18/19,-12,UCL,Tottenham,2984,35932
18/19 · UCL · Tottenham,18/19,-11,UCL,Tottenham,2414,38346
18/19 · UCL · Tottenham,18/19,-10,UCL,Tottenham,1782,40128
18/19 · UCL · Tottenham,18/19,-9,UCL,Tottenham,2936,43064
18/19 · UCL · Tottenham,18/19,-8,UCL,Tottenham,3609,46673
18/19 · UCL · Tottenham,18/19,-7,UCL,Tottenham,3334,50007
18/19 · UCL · Tottenham,18/19,-6,UCL,Tottenham,3428,53435
18/19 · UCL · Tottenham,18/19,-5,UCL,Tottenham,3726,57161
18/19 · UCL · Tottenham,18/19,-4,UCL,Tottenham,3081,60242
18/19 · UCL · Tottenham,18/19,-3,UCL,Tottenham,3584,63826
18/19 · UCL · Tottenham,18/19,-2,UCL,Tottenham,3953,67779
18/19 · UCL · Tottenham,18/19,-1,UCL,Tottenham,5854,73633
18/19 · UCL · Tottenham,18/19,0,UCL,Tottenham,6515,80148
18/19 · UCL · PSV,18/19,-18,UCL,PSV,16122,16122
18/19 · UCL · PSV,18/19,-17,UCL,PSV,8098,24220
18/19 · UCL · PSV,18/19,-16,UCL,PSV,7471,31691
18/19 · UCL · PSV,18/19,-15,UCL,PSV,9687,41378
18/19 · UCL · PSV,18/19,-14,UCL,PSV,8883,50261
18/19 · UCL · PSV,18/19,-13,UCL,PSV,7560,57821
18/19 · UCL · PSV,18/19,-12,UCL,PSV,6922,64743
18/19 · UCL · PSV,18/19,-11,UCL,PSV,5859,70602
18/19 · UCL · PSV,18/19,-10,UCL,PSV,4906,75508
18/19 · UCL · PSV,18/19,-9,UCL,PSV,5067,80575
18/19 · UCL · PSV,18/19,-8,UCL,PSV,5921,86496
18/19 · UCL · PSV,18/19,-7,UCL,PSV,5610,92106
18/19 · UCL · PSV,18/19,-6,UCL,PSV,5983,98089
18/19 · UCL · PSV,18/19,-5,UCL,PSV,6015,104104
18/19 · UCL · PSV,18/19,-4,UCL,PSV,6123,110227
18/19 · UCL · PSV,18/19,-3,UCL,PSV,5985,116212
18/19 · UCL · PSV,18/19,-2,UCL,PSV,7497,123709
18/19 · UCL · PSV,18/19,-1,UCL,PSV,14666,138375
18/19 · UCL · PSV,18/19,0,UCL,PSV,14659,153034
18/19 · UCL · Olympique de Lyon,18/19,-86,UCL,Olympique de Lyon,3598,3598
18/19 · UCL · Olympique de Lyon,18/19,-85,UCL,Olympique de Lyon,8736,12334
18/19 · UCL · Olympique de Lyon,18/19,-84,UCL,Olympique de Lyon,5382,17716
18/19 · UCL · Olympique de Lyon,18/19,-83,UCL,Olympique de Lyon,3784,21500
18/19 · UCL · Olympique de Lyon,18/19,-82,UCL,Olympique de Lyon,2823,24323
18/19 · UCL · Olympique de Lyon,18/19,-81,UCL,Olympique de Lyon,2698,27021
18/19 · UCL · Olympique de Lyon,18/19,-80,UCL,Olympique de Lyon,2468,29489
18/19 · UCL · Olympique de Lyon,18/19,-79,UCL,Olympique de Lyon,2252,31741
18/19 · UCL · Olympique de Lyon,18/19,-78,UCL,Olympique de Lyon,2361,34102
18/19 · UCL · Olympique de Lyon,18/19,-77,UCL,Olympique de Lyon,2476,36578
18/19 · UCL · Olympique de Lyon,18/19,-76,UCL,Olympique de Lyon,1600,38178
18/19 · UCL · Olympique de Lyon,18/19,-75,UCL,Olympique de Lyon,763,38941
18/19 · UCL · Olympique de Lyon,18/19,-74,UCL,Olympique de Lyon,579,39520
18/19 · UCL · Olympique de Lyon,18/19,-73,UCL,Olympique de Lyon,626,40146
18/19 · UCL · Olympique de Lyon,18/19,-72,UCL,Olympique de Lyon,435,40581
18/19 · UCL · Olympique de Lyon,18/19,-71,UCL,Olympique de Lyon,548,41129
18/19 · UCL · Olympique de Lyon,18/19,-70,UCL,Olympique de Lyon,792,41921
18/19 · UCL · Olympique de Lyon,18/19,-69,UCL,Olympique de Lyon,835,42756
18/19 · UCL · Olympique de Lyon,18/19,-68,UCL,Olympique de Lyon,641,43397
18/19 · UCL · Olympique de Lyon,18/19,-67,UCL,Olympique de Lyon,595,43992
18/19 · UCL · Olympique de Lyon,18/19,-66,UCL,Olympique de Lyon,704,44696
18/19 · UCL · Olympique de Lyon,18/19,-65,UCL,Olympique de Lyon,805,45501
18/19 · UCL · Olympique de Lyon,18/19,-64,UCL,Olympique de Lyon,693,46194
18/19 · UCL · Olympique de Lyon,18/19,-63,UCL,Olympique de Lyon,599,46793
18/19 · UCL · Olympique de Lyon,18/19,-62,UCL,Olympique de Lyon,689,47482
18/19 · UCL · Olympique de Lyon,18/19,-61,UCL,Olympique de Lyon,503,47985
18/19 · UCL · Olympique de Lyon,18/19,-60,UCL,Olympique de Lyon,436,48421
18/19 · UCL · Olympique de Lyon,18/19,-59,UCL,Olympique de Lyon,672,49093
18/19 · UCL · Olympique de Lyon,18/19,-58,UCL,Olympique de Lyon,712,49805
18/19 · UCL · Olympique de Lyon,18/19,-57,UCL,Olympique de Lyon,626,50431
18/19 · UCL · Olympique de Lyon,18/19,-56,UCL,Olympique de Lyon,841,51272
18/19 · UCL · Olympique de Lyon,18/19,-55,UCL,Olympique de Lyon,1318,52590
18/19 · UCL · Olympique de Lyon,18/19,-54,UCL,Olympique de Lyon,1103,53693
18/19 · UCL · Olympique de Lyon,18/19,-53,UCL,Olympique de Lyon,840,54533
18/19 · UCL · Olympique de Lyon,18/19,-52,UCL,Olympique de Lyon,1164,55697
18/19 · UCL · Olympique de Lyon,18/19,-51,UCL,Olympique de Lyon,1238,56935
18/19 · UCL · Olympique de Lyon,18/19,-50,UCL,Olympique de Lyon,1070,58005
18/19 · UCL · Olympique de Lyon,18/19,-49,UCL,Olympique de Lyon,1231,59236
18/19 · UCL · Olympique de Lyon,18/19,-48,UCL,Olympique de Lyon,1018,60254
18/19 · UCL · Olympique de Lyon,18/19,-47,UCL,Olympique de Lyon,858,61112
18/19 · UCL · Olympique de Lyon,18/19,-46,UCL,Olympique de Lyon,822,61934
18/19 · UCL · Olympique de Lyon,18/19,-45,UCL,Olympique de Lyon,1073,63007
18/19 · UCL · Olympique de Lyon,18/19,-44,UCL,Olympique de Lyon,1246,64253
18/19 · UCL · Olympique de Lyon,18/19,-43,UCL,Olympique de Lyon,1413,65666
18/19 · UCL · Olympique de Lyon,18/19,-42,UCL,Olympique de Lyon,1737,67403
18/19 · UCL · Olympique de Lyon,18/19,-41,UCL,Olympique de Lyon,1618,69021
18/19 · UCL · Olympique de Lyon,18/19,-40,UCL,Olympique de Lyon,2005,71026
18/19 · UCL · Olympique de Lyon,18/19,-39,UCL,Olympique de Lyon,1486,72512
18/19 · UCL · Olympique de Lyon,18/19,-38,UCL,Olympique de Lyon,1482,73994
18/19 · UCL · Olympique de Lyon,18/19,-37,UCL,Olympique de Lyon,1636,75630
18/19 · UCL · Olympique de Lyon,18/19,-36,UCL,Olympique de Lyon,1501,77131
18/19 · UCL · Olympique de Lyon,18/19,-35,UCL,Olympique de Lyon,1523,78654
18/19 · UCL · Olympique de Lyon,18/19,-34,UCL,Olympique de Lyon,1865,80519
18/19 · UCL · Olympique de Lyon,18/19,-33,UCL,Olympique de Lyon,1397,81916
18/19 · UCL · Olympique de Lyon,18/19,-32,UCL,Olympique de Lyon,1332,83248
18/19 · UCL · Olympique de Lyon,18/19,-31,UCL,Olympique de Lyon,1532,84780
18/19 · UCL · Olympique de Lyon,18/19,-30,UCL,Olympique de Lyon,1700,86480
18/19 · UCL · Olympique de Lyon,18/19,-29,UCL,Olympique de Lyon,2012,88492
18/19 · UCL · Olympique de Lyon,18/19,-28,UCL,Olympique de Lyon,1920,90412
18/19 · UCL · Olympique de Lyon,18/19,-27,UCL,Olympique de Lyon,1563,91975
18/19 · UCL · Olympique de Lyon,18/19,-26,UCL,Olympique de Lyon,1424,93399
18/19 · UCL · Olympique de Lyon,18/19,-25,UCL,Olympique de Lyon,1493,94892
18/19 · UCL · Olympique de Lyon,18/19,-24,UCL,Olympique de Lyon,1760,96652
18/19 · UCL · Olympique de Lyon,18/19,-23,UCL,Olympique de Lyon,2117,98769
18/19 · UCL · Olympique de Lyon,18/19,-22,UCL,Olympique de Lyon,3669,102438
18/19 · UCL · Olympique de Lyon,18/19,-21,UCL,Olympique de Lyon,5250,107688
18/19 · UCL · Olympique de Lyon,18/19,-20,UCL,Olympique de Lyon,3424,111112
18/19 · UCL · Olympique de Lyon,18/19,-19,UCL,Olympique de Lyon,2393,113505
18/19 · UCL · Olympique de Lyon,18/19,-18,UCL,Olympique de Lyon,2043,115548
18/19 · UCL · Olympique de Lyon,18/19,-17,UCL,Olympique de Lyon,2219,117767
18/19 · UCL · Olympique de Lyon,18/19,-16,UCL,Olympique de Lyon,2780,120547
18/19 · UCL · Olympique de Lyon,18/19,-15,UCL,Olympique de Lyon,2556,123103
18/19 · UCL · Olympique de Lyon,18/19,-14,UCL,Olympique de Lyon,2421,125524
18/19 · UCL · Olympique de Lyon,18/19,-13,UCL,Olympique de Lyon,14984,140508
18/19 · UCL · Olympique de Lyon,18/19,-12,UCL,Olympique de Lyon,5876,146384
18/19 · UCL · Olympique de Lyon,18/19,-11,UCL,Olympique de Lyon,2466,148850
18/19 · UCL · Olympique de Lyon,18/19,-10,UCL,Olympique de Lyon,2483,151333
18/19 · UCL · Olympique de Lyon,18/19,-9,UCL,Olympique de Lyon,3293,154626
18/19 · UCL · Olympique de Lyon,18/19,-8,UCL,Olympique de Lyon,3734,158360
18/19 · UCL · Olympique de Lyon,18/19,-7,UCL,Olympique de Lyon,4280,162640
18/19 · UCL · Olympique de Lyon,18/19,-6,UCL,Olympique de Lyon,4564,167204
18/19 · UCL · Olympique de Lyon,18/19,-5,UCL,Olympique de Lyon,14550,181754
18/19 · UCL · Olympique de Lyon,18/19,-4,UCL,Olympique de Lyon,12158,193912
18/19 · UCL · Olympique de Lyon,18/19,-3,UCL,Olympique de Lyon,13082,206994
18/19 · UCL · Olympique de Lyon,18/19,-2,UCL,Olympique de Lyon,14732,221726
18/19 · UCL · Olympique de Lyon,18/19,-1,UCL,Olympique de Lyon,16580,238306
18/19 · UCL · Olympique de Lyon,18/19,0,UCL,Olympique de Lyon,16107,254413
18/19 · UCL · Manchester United,18/19,-6,UCL,Manchester United,20879,20879
18/19 · UCL · Manchester United,18/19,-5,UCL,Manchester United,13808,34687
18/19 · UCL · Manchester United,18/19,-4,UCL,Manchester United,22899,57586
18/19 · UCL · Manchester United,18/19,-3,UCL,Manchester United,15274,72860
18/19 · UCL · Manchester United,18/19,-2,UCL,Manchester United,15024,87884
18/19 · UCL · Manchester United,18/19,-1,UCL,Manchester United,20403,108287
18/19 · UCL · Manchester United,18/19,0,UCL,Manchester United,18738,127025
18/19 · UCL · Liverpool,18/19,-6,UCL,Liverpool,19551,19551
18/19 · UCL · Liverpool,18/19,-5,UCL,Liverpool,46204,65755
18/19 · UCL · Liverpool,18/19,-4,UCL,Liverpool,27279,93034
18/19 · UCL · Liverpool,18/19,-3,UCL,Liverpool,26840,119874
18/19 · UCL · Liverpool,18/19,-2,UCL,Liverpool,30585,150459
18/19 · UCL · Liverpool,18/19,-1,UCL,Liverpool,35778,186237
18/19 · UCL · Liverpool,18/19,0,UCL,Liverpool,28421,214658
18/19 · UCL · Inter,18/19,-54,UCL,Inter,12535,12535
18/19 · UCL · Inter,18/19,-53,UCL,Inter,9217,21752
18/19 · UCL · Inter,18/19,-52,UCL,Inter,5931,27683
18/19 · UCL · Inter,18/19,-51,UCL,Inter,6194,33877
18/19 · UCL · Inter,18/19,-50,UCL,Inter,3793,37670
18/19 · UCL · Inter,18/19,-49,UCL,Inter,3338,41008
18/19 · UCL · Inter,18/19,-48,UCL,Inter,3318,44326
18/19 · UCL · Inter,18/19,-47,UCL,Inter,3006,47332
18/19 · UCL · Inter,18/19,-46,UCL,Inter,2258,49590
18/19 · UCL · Inter,18/19,-45,UCL,Inter,2394,51984
18/19 · UCL · Inter,18/19,-44,UCL,Inter,2989,54973
18/19 · UCL · Inter,18/19,-43,UCL,Inter,2698,57671
18/19 · UCL · Inter,18/19,-42,UCL,Inter,2836,60507
18/19 · UCL · Inter,18/19,-41,UCL,Inter,2703,63210
18/19 · UCL · Inter,18/19,-40,UCL,Inter,2633,65843
18/19 · UCL · Inter,18/19,-39,UCL,Inter,2400,68243
18/19 · UCL · Inter,18/19,-38,UCL,Inter,2505,70748
18/19 · UCL · Inter,18/19,-37,UCL,Inter,3104,73852
18/19 · UCL · Inter,18/19,-36,UCL,Inter,3919,77771
18/19 · UCL · Inter,18/19,-35,UCL,Inter,3973,81744
18/19 · UCL · Inter,18/19,-34,UCL,Inter,3376,85120
18/19 · UCL · Inter,18/19,-33,UCL,Inter,2883,88003
18/19 · UCL · Inter,18/19,-32,UCL,Inter,2493,90496
18/19 · UCL · Inter,18/19,-31,UCL,Inter,3156,93652
18/19 · UCL · Inter,18/19,-30,UCL,Inter,3346,96998
18/19 · UCL · Inter,18/19,-29,UCL,Inter,3364,100362
18/19 · UCL · Inter,18/19,-28,UCL,Inter,3216,103578
18/19 · UCL · Inter,18/19,-27,UCL,Inter,2985,106563
18/19 · UCL · Inter,18/19,-26,UCL,Inter,2554,109117
18/19 · UCL · Inter,18/19,-25,UCL,Inter,2964,112081
18/19 · UCL · Inter,18/19,-24,UCL,Inter,3851,115932
18/19 · UCL · Inter,18/19,-23,UCL,Inter,4555,120487
18/19 · UCL · Inter,18/19,-22,UCL,Inter,4225,124712
18/19 · UCL · Inter,18/19,-21,UCL,Inter,4777,129489
18/19 · UCL · Inter,18/19,-20,UCL,Inter,8436,137925
18/19 · UCL · Inter,18/19,-19,UCL,Inter,5009,142934
18/19 · UCL · Inter,18/19,-18,UCL,Inter,5429,148363
18/19 · UCL · Inter,18/19,-17,UCL,Inter,5384,153747
18/19 · UCL · Inter,18/19,-16,UCL,Inter,4150,157897
18/19 · UCL · Inter,18/19,-15,UCL,Inter,5030,162927
18/19 · UCL · Inter,18/19,-14,UCL,Inter,3877,166804
18/19 · UCL · Inter,18/19,-13,UCL,Inter,3201,170005
18/19 · UCL · Inter,18/19,-12,UCL,Inter,2916,172921
18/19 · UCL · Inter,18/19,-11,UCL,Inter,2751,175672
18/19 · UCL · Inter,18/19,-10,UCL,Inter,3264,178936
18/19 · UCL · Inter,18/19,-9,UCL,Inter,4952,183888
18/19 · UCL · Inter,18/19,-8,UCL,Inter,4475,188363
18/19 · UCL · Inter,18/19,-7,UCL,Inter,4655,193018
18/19 · UCL · Inter,18/19,-6,UCL,Inter,13329,206347
18/19 · UCL · Inter,18/19,-5,UCL,Inter,7694,214041
18/19 · UCL · Inter,18/19,-4,UCL,Inter,7652,221693
18/19 · UCL · Inter,18/19,-3,UCL,Inter,8532,230225
18/19 · UCL · Inter,18/19,-2,UCL,Inter,10790,241015
18/19 · UCL · Inter,18/19,-1,UCL,Inter,13445,254460
18/19 · UCL · Inter,18/19,0,UCL,Inter,11547,266007
18/19 · LaLiga · Villareal,18/19,-81,LaLiga,Villareal,672,672
18/19 · LaLiga · Villareal,18/19,-80,LaLiga,Villareal,894,1566
18/19 · LaLiga · Villareal,18/19,-79,LaLiga,Villareal,2358,3924
18/19 · LaLiga · Villareal,18/19,-78,LaLiga,Villareal,980,4904
18/19 · LaLiga · Villareal,18/19,-77,LaLiga,Villareal,800,5704
18/19 · LaLiga · Villareal,18/19,-76,LaLiga,Villareal,1319,7023
18/19 · LaLiga · Villareal,18/19,-75,LaLiga,Villareal,879,7902
18/19 · LaLiga · Villareal,18/19,-74,LaLiga,Villareal,749,8651
18/19 · LaLiga · Villareal,18/19,-73,LaLiga,Villareal,1139,9790
18/19 · LaLiga · Villareal,18/19,-72,LaLiga,Villareal,704,10494
18/19 · LaLiga · Villareal,18/19,-71,LaLiga,Villareal,592,11086
18/19 · LaLiga · Villareal,18/19,-70,LaLiga,Villareal,851,11937
18/19 · LaLiga · Villareal,18/19,-69,LaLiga,Villareal,829,12766
18/19 · LaLiga · Villareal,18/19,-68,LaLiga,Villareal,805,13571
18/19 · LaLiga · Villareal,18/19,-67,LaLiga,Villareal,762,14333
18/19 · LaLiga · Villareal,18/19,-66,LaLiga,Villareal,756,15089
18/19 · LaLiga · Villareal,18/19,-65,LaLiga,Villareal,568,15657
18/19 · LaLiga · Villareal,18/19,-64,LaLiga,Villareal,695,16352
18/19 · LaLiga · Villareal,18/19,-63,LaLiga,Villareal,875,17227
18/19 · LaLiga · Villareal,18/19,-62,LaLiga,Villareal,980,18207
18/19 · LaLiga · Villareal,18/19,-61,LaLiga,Villareal,947,19154
18/19 · LaLiga · Villareal,18/19,-60,LaLiga,Villareal,1146,20300
18/19 · LaLiga · Villareal,18/19,-59,LaLiga,Villareal,1157,21457
18/19 · LaLiga · Villareal,18/19,-58,LaLiga,Villareal,767,22224
18/19 · LaLiga · Villareal,18/19,-57,LaLiga,Villareal,730,22954
18/19 · LaLiga · Villareal,18/19,-56,LaLiga,Villareal,845,23799
18/19 · LaLiga · Villareal,18/19,-55,LaLiga,Villareal,911,24710
18/19 · LaLiga · Villareal,18/19,-54,LaLiga,Villareal,941,25651
18/19 · LaLiga · Villareal,18/19,-53,LaLiga,Villareal,948,26599
18/19 · LaLiga · Villareal,18/19,-52,LaLiga,Villareal,871,27470
18/19 · LaLiga · Villareal,18/19,-51,LaLiga,Villareal,848,28318
18/19 · LaLiga · Villareal,18/19,-50,LaLiga,Villareal,760,29078
18/19 · LaLiga · Villareal,18/19,-49,LaLiga,Villareal,940,30018
18/19 · LaLiga · Villareal,18/19,-48,LaLiga,Villareal,1096,31114
18/19 · LaLiga · Villareal,18/19,-47,LaLiga,Villareal,944,32058
18/19 · LaLiga · Villareal,18/19,-46,LaLiga,Villareal,933,32991
18/19 · LaLiga · Villareal,18/19,-45,LaLiga,Villareal,884,33875
18/19 · LaLiga · Villareal,18/19,-44,LaLiga,Villareal,797,34672
18/19 · LaLiga · Villareal,18/19,-43,LaLiga,Villareal,973,35645
18/19 · LaLiga · Villareal,18/19,-42,LaLiga,Villareal,1109,36754
18/19 · LaLiga · Villareal,18/19,-41,LaLiga,Villareal,1101,37855
18/19 · LaLiga · Villareal,18/19,-40,LaLiga,Villareal,1044,38899
18/19 · LaLiga · Villareal,18/19,-39,LaLiga,Villareal,1264,40163
18/19 · LaLiga · Villareal,18/19,-38,LaLiga,Villareal,1114,41277
18/19 · LaLiga · Villareal,18/19,-37,LaLiga,Villareal,968,42245
18/19 · LaLiga · Villareal,18/19,-36,LaLiga,Villareal,902,43147
18/19 · LaLiga · Villareal,18/19,-35,LaLiga,Villareal,2046,45193
18/19 · LaLiga · Villareal,18/19,-34,LaLiga,Villareal,2349,47542
18/19 · LaLiga · Villareal,18/19,-33,LaLiga,Villareal,1833,49375
18/19 · LaLiga · Villareal,18/19,-32,LaLiga,Villareal,1581,50956
18/19 · LaLiga · Villareal,18/19,-31,LaLiga,Villareal,1510,52466
18/19 · LaLiga · Villareal,18/19,-30,LaLiga,Villareal,1467,53933
18/19 · LaLiga · Villareal,18/19,-29,LaLiga,Villareal,1503,55436
18/19 · LaLiga · Villareal,18/19,-28,LaLiga,Villareal,2308,57744
18/19 · LaLiga · Villareal,18/19,-27,LaLiga,Villareal,2638,60382
18/19 · LaLiga · Villareal,18/19,-26,LaLiga,Villareal,2333,62715
18/19 · LaLiga · Villareal,18/19,-25,LaLiga,Villareal,2068,64783
18/19 · LaLiga · Villareal,18/19,-24,LaLiga,Villareal,2010,66793
18/19 · LaLiga · Villareal,18/19,-23,LaLiga,Villareal,1800,68593
18/19 · LaLiga · Villareal,18/19,-22,LaLiga,Villareal,1760,70353
18/19 · LaLiga · Villareal,18/19,-21,LaLiga,Villareal,3323,73676
18/19 · LaLiga · Villareal,18/19,-20,LaLiga,Villareal,3453,77129
18/19 · LaLiga · Villareal,18/19,-19,LaLiga,Villareal,3251,80380
18/19 · LaLiga · Villareal,18/19,-18,LaLiga,Villareal,3049,83429
18/19 · LaLiga · Villareal,18/19,-17,LaLiga,Villareal,2927,86356
18/19 · LaLiga · Villareal,18/19,-16,LaLiga,Villareal,2900,89256
18/19 · LaLiga · Villareal,18/19,-15,LaLiga,Villareal,3074,92330
18/19 · LaLiga · Villareal,18/19,-14,LaLiga,Villareal,3186,95516
18/19 · LaLiga · Villareal,18/19,-13,LaLiga,Villareal,3609,99125
18/19 · LaLiga · Villareal,18/19,-12,LaLiga,Villareal,3384,102509
18/19 · LaLiga · Villareal,18/19,-11,LaLiga,Villareal,3365,105874
18/19 · LaLiga · Villareal,18/19,-10,LaLiga,Villareal,2968,108842
18/19 · LaLiga · Villareal,18/19,-9,LaLiga,Villareal,4050,112892
18/19 · LaLiga · Villareal,18/19,-8,LaLiga,Villareal,3064,115956
18/19 · LaLiga · Villareal,18/19,-7,LaLiga,Villareal,3286,119242
18/19 · LaLiga · Villareal,18/19,-6,LaLiga,Villareal,3632,122874
