id,temporada,antelacion,competicion,rival,interes,interes acumulado
22/23 · UCL · Viktoria Plzen,22/23,-9,UCL,Viktoria Plzen,15864,15864
22/23 · UCL · Viktoria Plzen,22/23,-8,UCL,Viktoria Plzen,16880,32744
22/23 · UCL · Viktoria Plzen,22/23,-7,UCL,Viktoria Plzen,10700,43444
22/23 · UCL · Viktoria Plzen,22/23,-6,UCL,Viktoria Plzen,9810,53254
22/23 · UCL · Viktoria Plzen,22/23,-5,UCL,Viktoria Plzen,8573,61827
22/23 · UCL · Viktoria Plzen,22/23,-4,UCL,Viktoria Plzen,7041,68868
22/23 · UCL · Viktoria Plzen,22/23,-3,UCL,Viktoria Plzen,9241,78109
22/23 · UCL · Viktoria Plzen,22/23,-2,UCL,Viktoria Plzen,11225,89334
22/23 · UCL · Viktoria Plzen,22/23,-1,UCL,Viktoria Plzen,16245,105579
22/23 · UCL · Viktoria Plzen,22/23,0,UCL,Viktoria Plzen,14327,119906
22/23 · LaLiga · Real Valladolid,22/23,-55,LaLiga,Real Valladolid,616,616
22/23 · LaLiga · Real Valladolid,22/23,-54,LaLiga,Real Valladolid,675,1291
22/23 · LaLiga · Real Valladolid,22/23,-53,LaLiga,Real Valladolid,1080,2371
22/23 · LaLiga · Real Valladolid,22/23,-52,LaLiga,Real Valladolid,1570,3941
22/23 · LaLiga · Real Valladolid,22/23,-51,LaLiga,Real Valladolid,904,4845
22/23 · LaLiga · Real Valladolid,22/23,-50,LaLiga,Real Valladolid,640,5485
22/23 · LaLiga · Real Valladolid,22/23,-49,LaLiga,Real Valladolid,762,6247
22/23 · LaLiga · Real Valladolid,22/23,-48,LaLiga,Real Valladolid,1005,7252
22/23 · LaLiga · Real Valladolid,22/23,-47,LaLiga,Real Valladolid,811,8063
22/23 · LaLiga · Real Valladolid,22/23,-46,LaLiga,Real Valladolid,826,8889
22/23 · LaLiga · Real Valladolid,22/23,-45,LaLiga,Real Valladolid,825,9714
22/23 · LaLiga · Real Valladolid,22/23,-44,LaLiga,Real Valladolid,1424,11138
22/23 · LaLiga · Real Valladolid,22/23,-43,LaLiga,Real Valladolid,1952,13090
22/23 · LaLiga · Real Valladolid,22/23,-42,LaLiga,Real Valladolid,2001,15091
22/23 · LaLiga · Real Valladolid,22/23,-41,LaLiga,Real Valladolid,1713,16804
22/23 · LaLiga · Real Valladolid,22/23,-40,LaLiga,Real Valladolid,1396,18200
22/23 · LaLiga · Real Valladolid,22/23,-39,LaLiga,Real Valladolid,2015,20215
22/23 · LaLiga · Real Valladolid,22/23,-38,LaLiga,Real Valladolid,1653,21868
22/23 · LaLiga · Real Valladolid,22/23,-37,LaLiga,Real Valladolid,1287,23155
22/23 · LaLiga · Real Valladolid,22/23,-36,LaLiga,Real Valladolid,1079,24234
22/23 · LaLiga · Real Valladolid,22/23,-35,LaLiga,Real Valladolid,1404,25638
22/23 · LaLiga · Real Valladolid,22/23,-34,LaLiga,Real Valladolid,1487,27125
22/23 · LaLiga · Real Valladolid,22/23,-33,LaLiga,Real Valladolid,1534,28659
22/23 · LaLiga · Real Valladolid,22/23,-32,LaLiga,Real Valladolid,1350,30009
22/23 · LaLiga · Real Valladolid,22/23,-31,LaLiga,Real Valladolid,1727,31736
22/23 · LaLiga · Real Valladolid,22/23,-30,LaLiga,Real Valladolid,1444,33180
22/23 · LaLiga · Real Valladolid,22/23,-29,LaLiga,Real Valladolid,1344,34524
22/23 · LaLiga · Real Valladolid,22/23,-28,LaLiga,Real Valladolid,1738,36262
22/23 · LaLiga · Real Valladolid,22/23,-27,LaLiga,Real Valladolid,2299,38561
22/23 · LaLiga · Real Valladolid,22/23,-26,LaLiga,Real Valladolid,1888,40449
22/23 · LaLiga · Real Valladolid,22/23,-25,LaLiga,Real Valladolid,1503,41952
22/23 · LaLiga · Real Valladolid,22/23,-24,LaLiga,Real Valladolid,2170,44122
22/23 · LaLiga · Real Valladolid,22/23,-23,LaLiga,Real Valladolid,2325,46447
22/23 · LaLiga · Real Valladolid,22/23,-22,LaLiga,Real Valladolid,1846,48293
22/23 · LaLiga · Real Valladolid,22/23,-21,LaLiga,Real Valladolid,3322,51615
22/23 · LaLiga · Real Valladolid,22/23,-20,LaLiga,Real Valladolid,3407,55022
22/23 · LaLiga · Real Valladolid,22/23,-19,LaLiga,Real Valladolid,2787,57809
22/23 · LaLiga · Real Valladolid,22/23,-18,LaLiga,Real Valladolid,2715,60524
22/23 · LaLiga · Real Valladolid,22/23,-17,LaLiga,Real Valladolid,2342,62866
22/23 · LaLiga · Real Valladolid,22/23,-16,LaLiga,Real Valladolid,2260,65126
22/23 · LaLiga · Real Valladolid,22/23,-15,LaLiga,Real Valladolid,3884,69010
22/23 · LaLiga · Real Valladolid,22/23,-14,LaLiga,Real Valladolid,4995,74005
22/23 · LaLiga · Real Valladolid,22/23,-13,LaLiga,Real Valladolid,3208,77213
22/23 · LaLiga · Real Valladolid,22/23,-12,LaLiga,Real Valladolid,2932,80145
22/23 · LaLiga · Real Valladolid,22/23,-11,LaLiga,Real Valladolid,3111,83256
22/23 · LaLiga · Real Valladolid,22/23,-10,LaLiga,Real Valladolid,2632,85888
22/23 · LaLiga · Real Valladolid,22/23,-9,LaLiga,Real Valladolid,2464,88352
22/23 · LaLiga · Real Valladolid,22/23,-8,LaLiga,Real Valladolid,2549,90901
22/23 · LaLiga · Real Valladolid,22/23,-7,LaLiga,Real Valladolid,3580,94481
22/23 · LaLiga · Real Valladolid,22/23,-6,LaLiga,Real Valladolid,5833,100314
22/23 · LaLiga · Real Valladolid,22/23,-5,LaLiga,Real Valladolid,5064,105378
22/23 · LaLiga · Real Valladolid,22/23,-4,LaLiga,Real Valladolid,8013,113391
22/23 · LaLiga · Real Valladolid,22/23,-3,LaLiga,Real Valladolid,11556,124947
22/23 · LaLiga · Real Valladolid,22/23,-2,LaLiga,Real Valladolid,10633,135580
22/23 · LaLiga · Real Valladolid,22/23,-1,LaLiga,Real Valladolid,14244,149824
22/23 · LaLiga · Real Valladolid,22/23,0,LaLiga,Real Valladolid,19139,168963
22/23 · LaLiga · Rayo Vallecano,22/23,-40,LaLiga,Rayo Vallecano,1599,1599
22/23 · LaLiga · Rayo Vallecano,22/23,-39,LaLiga,Rayo Vallecano,1960,3559
22/23 · LaLiga · Rayo Vallecano,22/23,-38,LaLiga,Rayo Vallecano,2871,6430
22/23 · LaLiga · Rayo Vallecano,22/23,-37,LaLiga,Rayo Vallecano,3571,10001
22/23 · LaLiga · Rayo Vallecano,22/23,-36,LaLiga,Rayo Vallecano,1878,11879
22/23 · LaLiga · Rayo Vallecano,22/23,-35,LaLiga,Rayo Vallecano,1363,13242
22/23 · LaLiga · Rayo Vallecano,22/23,-34,LaLiga,Rayo Vallecano,1481,14723
22/23 · LaLiga · Rayo Vallecano,22/23,-33,LaLiga,Rayo Vallecano,1760,16483
22/23 · LaLiga · Rayo Vallecano,22/23,-32,LaLiga,Rayo Vallecano,1528,18011
22/23 · LaLiga · Rayo Vallecano,22/23,-31,LaLiga,Rayo Vallecano,1682,19693
22/23 · LaLiga · Rayo Vallecano,22/23,-30,LaLiga,Rayo Vallecano,1521,21214
22/23 · LaLiga · Rayo Vallecano,22/23,-29,LaLiga,Rayo Vallecano,2696,23910
22/23 · LaLiga · Rayo Vallecano,22/23,-28,LaLiga,Rayo Vallecano,3696,27606
22/23 · LaLiga · Rayo Vallecano,22/23,-27,LaLiga,Rayo Vallecano,3778,31384
22/23 · LaLiga · Rayo Vallecano,22/23,-26,LaLiga,Rayo Vallecano,3353,34737
22/23 · LaLiga · Rayo Vallecano,22/23,-25,LaLiga,Rayo Vallecano,2579,37316
22/23 · LaLiga · Rayo Vallecano,22/23,-24,LaLiga,Rayo Vallecano,4011,41327
22/23 · LaLiga · Rayo Vallecano,22/23,-23,LaLiga,Rayo Vallecano,3095,44422
22/23 · LaLiga · Rayo Vallecano,22/23,-22,LaLiga,Rayo Vallecano,2168,46590
22/23 · LaLiga · Rayo Vallecano,22/23,-21,LaLiga,Rayo Vallecano,2035,48625
22/23 · LaLiga · Rayo Vallecano,22/23,-20,LaLiga,Rayo Vallecano,2737,51362
22/23 · LaLiga · Rayo Vallecano,22/23,-19,LaLiga,Rayo Vallecano,2924,54286
22/23 · LaLiga · Rayo Vallecano,22/23,-18,LaLiga,Rayo Vallecano,2940,57226
22/23 · LaLiga · Rayo Vallecano,22/23,-17,LaLiga,Rayo Vallecano,3041,60267
22/23 · LaLiga · Rayo Vallecano,22/23,-16,LaLiga,Rayo Vallecano,3704,63971
22/23 · LaLiga · Rayo Vallecano,22/23,-15,LaLiga,Rayo Vallecano,3091,67062
22/23 · LaLiga · Rayo Vallecano,22/23,-14,LaLiga,Rayo Vallecano,2967,70029
22/23 · LaLiga · Rayo Vallecano,22/23,-13,LaLiga,Rayo Vallecano,4080,74109
22/23 · LaLiga · Rayo Vallecano,22/23,-12,LaLiga,Rayo Vallecano,5290,79399
22/23 · LaLiga · Rayo Vallecano,22/23,-11,LaLiga,Rayo Vallecano,4462,83861
22/23 · LaLiga · Rayo Vallecano,22/23,-10,LaLiga,Rayo Vallecano,3903,87764
22/23 · LaLiga · Rayo Vallecano,22/23,-9,LaLiga,Rayo Vallecano,5323,93087
22/23 · LaLiga · Rayo Vallecano,22/23,-8,LaLiga,Rayo Vallecano,5961,99048
22/23 · LaLiga · Rayo Vallecano,22/23,-7,LaLiga,Rayo Vallecano,5274,104322
22/23 · LaLiga · Rayo Vallecano,22/23,-6,LaLiga,Rayo Vallecano,9403,113725
22/23 · LaLiga · Rayo Vallecano,22/23,-5,LaLiga,Rayo Vallecano,10925,124650
22/23 · LaLiga · Rayo Vallecano,22/23,-4,LaLiga,Rayo Vallecano,10277,134927
22/23 · LaLiga · Rayo Vallecano,22/23,-3,LaLiga,Rayo Vallecano,9883,144810
22/23 · LaLiga · Rayo Vallecano,22/23,-2,LaLiga,Rayo Vallecano,10398,155208
22/23 · LaLiga · Rayo Vallecano,22/23,-1,LaLiga,Rayo Vallecano,15044,170252
22/23 · LaLiga · Rayo Vallecano,22/23,0,LaLiga,Rayo Vallecano,16790,187042
22/23 · LaLiga · Elche,22/23,-75,LaLiga,Elche,367,367
22/23 · LaLiga · Elche,22/23,-74,LaLiga,Elche,454,821
22/23 · LaLiga · Elche,22/23,-73,LaLiga,Elche,551,1372
22/23 · LaLiga · Elche,22/23,-72,LaLiga,Elche,985,2357
22/23 · LaLiga · Elche,22/23,-71,LaLiga,Elche,472,2829
22/23 · LaLiga · Elche,22/23,-70,LaLiga,Elche,345,3174
22/23 · LaLiga · Elche,22/23,-69,LaLiga,Elche,448,3622
22/23 · LaLiga · Elche,22/23,-68,LaLiga,Elche,683,4305
22/23 · LaLiga · Elche,22/23,-67,LaLiga,Elche,461,4766
22/23 · LaLiga · Elche,22/23,-66,LaLiga,Elche,515,5281
22/23 · LaLiga · Elche,22/23,-65,LaLiga,Elche,487,5768
22/23 · LaLiga · Elche,22/23,-64,LaLiga,Elche,965,6733
22/23 · LaLiga · Elche,22/23,-63,LaLiga,Elche,1280,8013
22/23 · LaLiga · Elche,22/23,-62,LaLiga,Elche,1502,9515
22/23 · LaLiga · Elche,22/23,-61,LaLiga,Elche,1229,10744
22/23 · LaLiga · Elche,22/23,-60,LaLiga,Elche,855,11599
22/23 · LaLiga · Elche,22/23,-59,LaLiga,Elche,1249,12848
22/23 · LaLiga · Elche,22/23,-58,LaLiga,Elche,1270,14118
22/23 · LaLiga · Elche,22/23,-57,LaLiga,Elche,944,15062
22/23 · LaLiga · Elche,22/23,-56,LaLiga,Elche,651,15713
22/23 · LaLiga · Elche,22/23,-55,LaLiga,Elche,797,16510
22/23 · LaLiga · Elche,22/23,-54,LaLiga,Elche,951,17461
22/23 · LaLiga · Elche,22/23,-53,LaLiga,Elche,959,18420
22/23 · LaLiga · Elche,22/23,-52,LaLiga,Elche,907,19327
22/23 · LaLiga · Elche,22/23,-51,LaLiga,Elche,1063,20390
22/23 · LaLiga · Elche,22/23,-50,LaLiga,Elche,886,21276
22/23 · LaLiga · Elche,22/23,-49,LaLiga,Elche,785,22061
22/23 · LaLiga · Elche,22/23,-48,LaLiga,Elche,969,23030
22/23 · LaLiga · Elche,22/23,-47,LaLiga,Elche,1366,24396
22/23 · LaLiga · Elche,22/23,-46,LaLiga,Elche,1100,25496
22/23 · LaLiga · Elche,22/23,-45,LaLiga,Elche,932,26428
22/23 · LaLiga · Elche,22/23,-44,LaLiga,Elche,1009,27437
22/23 · LaLiga · Elche,22/23,-43,LaLiga,Elche,1155,28592
22/23 · LaLiga · Elche,22/23,-42,LaLiga,Elche,923,29515
22/23 · LaLiga · Elche,22/23,-41,LaLiga,Elche,1647,31162
22/23 · LaLiga · Elche,22/23,-40,LaLiga,Elche,1868,33030
22/23 · LaLiga · Elche,22/23,-39,LaLiga,Elche,1427,34457
22/23 · LaLiga · Elche,22/23,-38,LaLiga,Elche,1251,35708
22/23 · LaLiga · Elche,22/23,-37,LaLiga,Elche,1080,36788
22/23 · LaLiga · Elche,22/23,-36,LaLiga,Elche,1150,37938
22/23 · LaLiga · Elche,22/23,-35,LaLiga,Elche,1619,39557
22/23 · LaLiga · Elche,22/23,-34,LaLiga,Elche,1609,41166
22/23 · LaLiga · Elche,22/23,-33,LaLiga,Elche,1415,42581
22/23 · LaLiga · Elche,22/23,-32,LaLiga,Elche,1382,43963
22/23 · LaLiga · Elche,22/23,-31,LaLiga,Elche,1329,45292
22/23 · LaLiga · Elche,22/23,-30,LaLiga,Elche,1322,46614
22/23 · LaLiga · Elche,22/23,-29,LaLiga,Elche,1682,48296
22/23 · LaLiga · Elche,22/23,-28,LaLiga,Elche,1535,49831
22/23 · LaLiga · Elche,22/23,-27,LaLiga,Elche,1977,51808
22/23 · LaLiga · Elche,22/23,-26,LaLiga,Elche,2573,54381
22/23 · LaLiga · Elche,22/23,-25,LaLiga,Elche,2225,56606
22/23 · LaLiga · Elche,22/23,-24,LaLiga,Elche,2610,59216
22/23 · LaLiga · Elche,22/23,-23,LaLiga,Elche,2882,62098
22/23 · LaLiga · Elche,22/23,-22,LaLiga,Elche,2572,64670
22/23 · LaLiga · Elche,22/23,-21,LaLiga,Elche,3014,67684
22/23 · LaLiga · Elche,22/23,-20,LaLiga,Elche,6762,74446
22/23 · LaLiga · Elche,22/23,-19,LaLiga,Elche,6987,81433
22/23 · LaLiga · Elche,22/23,-18,LaLiga,Elche,5062,86495
22/23 · LaLiga · Elche,22/23,-17,LaLiga,Elche,3992,90487
22/23 · LaLiga · Elche,22/23,-16,LaLiga,Elche,3756,94243
22/23 · LaLiga · Elche,22/23,-15,LaLiga,Elche,3627,97870
22/23 · LaLiga · Elche,22/23,-14,LaLiga,Elche,3903,101773
22/23 · LaLiga · Elche,22/23,-13,LaLiga,Elche,4358,106131
22/23 · LaLiga · Elche,22/23,-12,LaLiga,Elche,3713,109844
22/23 · LaLiga · Elche,22/23,-11,LaLiga,Elche,5359,115203
22/23 · LaLiga · Elche,22/23,-10,LaLiga,Elche,7058,122261
22/23 · LaLiga · Elche,22/23,-9,LaLiga,Elche,9409,131670
22/23 · LaLiga · Elche,22/23,-8,LaLiga,Elche,5270,136940
22/23 · LaLiga · Elche,22/23,-7,LaLiga,Elche,6119,143059
22/23 · LaLiga · Elche,22/23,-6,LaLiga,Elche,6707,149766
22/23 · LaLiga · Elche,22/23,-5,LaLiga,Elche,6799,156565
22/23 · LaLiga · Elche,22/23,-4,LaLiga,Elche,6686,163251
22/23 · LaLiga · Elche,22/23,-3,LaLiga,Elche,7436,170687
22/23 · LaLiga · Elche,22/23,-2,LaLiga,Elche,8982,179669
22/23 · LaLiga · Elche,22/23,-1,LaLiga,Elche,10881,190550
22/23 · LaLiga · Elche,22/23,0,LaLiga,Elche,9466,200016
22/23 · Gamper · Pumas,22/23,-30,Gamper,Pumas,6245,6245
22/23 · Gamper · Pumas,22/23,-29,Gamper,Pumas,2549,8794
22/23 · Gamper · Pumas,22/23,-28,Gamper,Pumas,2301,11095
22/23 · Gamper · Pumas,22/23,-27,Gamper,Pumas,2429,13524
22/23 · Gamper · Pumas,22/23,-26,Gamper,Pumas,2199,15723
22/23 · Gamper · Pumas,22/23,-25,Gamper,Pumas,2468,18191
22/23 · Gamper · Pumas,22/23,-24,Gamper,Pumas,1795,19986
22/23 · Gamper · Pumas,22/23,-23,Gamper,Pumas,2871,22857
22/23 · Gamper · Pumas,22/23,-22,Gamper,Pumas,4446,27303
22/23 · Gamper · Pumas,22/23,-21,Gamper,Pumas,3217,30520
22/23 · Gamper · Pumas,22/23,-20,Gamper,Pumas,3591,34111
22/23 · Gamper · Pumas,22/23,-19,Gamper,Pumas,2963,37074
22/23 · Gamper · Pumas,22/23,-18,Gamper,Pumas,5571,42645
22/23 · Gamper · Pumas,22/23,-17,Gamper,Pumas,3207,45852
22/23 · Gamper · Pumas,22/23,-16,Gamper,Pumas,2141,47993
22/23 · Gamper · Pumas,22/23,-15,Gamper,Pumas,2324,50317
22/23 · Gamper · Pumas,22/23,-14,Gamper,Pumas,3300,53617
22/23 · Gamper · Pumas,22/23,-13,Gamper,Pumas,3468,57085
22/23 · Gamper · Pumas,22/23,-12,Gamper,Pumas,3450,60535
22/23 · Gamper · Pumas,22/23,-11,Gamper,Pumas,3842,64377
22/23 · Gamper · Pumas,22/23,-10,Gamper,Pumas,4466,68843
22/23 · Gamper · Pumas,22/23,-9,Gamper,Pumas,3860,72703
22/23 · Gamper · Pumas,22/23,-8,Gamper,Pumas,3851,76554
22/23 · Gamper · Pumas,22/23,-7,Gamper,Pumas,7252,83806
22/23 · Gamper · Pumas,22/23,-6,Gamper,Pumas,7718,91524
22/23 · Gamper · Pumas,22/23,-5,Gamper,Pumas,6360,97884
22/23 · Gamper · Pumas,22/23,-4,Gamper,Pumas,6034,103918
22/23 · Gamper · Pumas,22/23,-3,Gamper,Pumas,8571,112489
22/23 · Gamper · Pumas,22/23,-2,Gamper,Pumas,10385,122874
22/23 · Gamper · Pumas,22/23,-1,Gamper,Pumas,13495,136369
22/23 · Gamper · Pumas,22/23,0,Gamper,Pumas,15808,152177
21/22 · UEL · Napoles,21/22,-64,UEL,Napoles,1458,1458
21/22 · UEL · Napoles,21/22,-63,UEL,Napoles,1858,3316
21/22 · UEL · Napoles,21/22,-62,UEL,Napoles,988,4304
21/22 · UEL · Napoles,21/22,-61,UEL,Napoles,1117,5421
21/22 · UEL · Napoles,21/22,-60,UEL,Napoles,1043,6464
21/22 · UEL · Napoles,21/22,-59,UEL,Napoles,1057,7521
21/22 · UEL · Napoles,21/22,-58,UEL,Napoles,926,8447
21/22 · UEL · Napoles,21/22,-57,UEL,Napoles,703,9150
21/22 · UEL · Napoles,21/22,-56,UEL,Napoles,693,9843
21/22 · UEL · Napoles,21/22,-55,UEL,Napoles,576,10419
21/22 · UEL · Napoles,21/22,-54,UEL,Napoles,665,11084
21/22 · UEL · Napoles,21/22,-53,UEL,Napoles,680,11764
21/22 · UEL · Napoles,21/22,-52,UEL,Napoles,821,12585
21/22 · UEL · Napoles,21/22,-51,UEL,Napoles,973,13558
21/22 · UEL · Napoles,21/22,-50,UEL,Napoles,719,14277
21/22 · UEL · Napoles,21/22,-49,UEL,Napoles,630,14907
21/22 · UEL · Napoles,21/22,-48,UEL,Napoles,415,15322
21/22 · UEL · Napoles,21/22,-47,UEL,Napoles,574,15896
21/22 · UEL · Napoles,21/22,-46,UEL,Napoles,968,16864
21/22 · UEL · Napoles,21/22,-45,UEL,Napoles,1203,18067
21/22 · UEL · Napoles,21/22,-44,UEL,Napoles,1013,19080
21/22 · UEL · Napoles,21/22,-43,UEL,Napoles,988,20068
21/22 · UEL · Napoles,21/22,-42,UEL,Napoles,971,21039
21/22 · UEL · Napoles,21/22,-41,UEL,Napoles,945,21984
21/22 · UEL · Napoles,21/22,-40,UEL,Napoles,933,22917
21/22 · UEL · Napoles,21/22,-39,UEL,Napoles,944,23861
21/22 · UEL · Napoles,21/22,-38,UEL,Napoles,1277,25138
21/22 · UEL · Napoles,21/22,-37,UEL,Napoles,1146,26284
21/22 · UEL · Napoles,21/22,-36,UEL,Napoles,1263,27547
21/22 · UEL · Napoles,21/22,-35,UEL,Napoles,1680,29227
21/22 · UEL · Napoles,21/22,-34,UEL,Napoles,1471,30698
21/22 · UEL · Napoles,21/22,-33,UEL,Napoles,1350,32048
21/22 · UEL · Napoles,21/22,-32,UEL,Napoles,1422,33470
21/22 · UEL · Napoles,21/22,-31,UEL,Napoles,2919,36389
21/22 · UEL · Napoles,21/22,-30,UEL,Napoles,2112,38501
21/22 · UEL · Napoles,21/22,-29,UEL,Napoles,2145,40646
21/22 · UEL · Napoles,21/22,-28,UEL,Napoles,1990,42636
21/22 · UEL · Napoles,21/22,-27,UEL,Napoles,1656,44292
21/22 · UEL · Napoles,21/22,-26,UEL,Napoles,1563,45855
21/22 · UEL · Napoles,21/22,-25,UEL,Napoles,2282,48137
21/22 · UEL · Napoles,21/22,-24,UEL,Napoles,2264,50401
21/22 · UEL · Napoles,21/22,-23,UEL,Napoles,1804,52205
21/22 · UEL · Napoles,21/22,-22,UEL,Napoles,1575,53780
21/22 · UEL · Napoles,21/22,-21,UEL,Napoles,1570,55350
21/22 · UEL · Napoles,21/22,-20,UEL,Napoles,1553,56903
21/22 · UEL · Napoles,21/22,-19,UEL,Napoles,1485,58388
21/22 · UEL · Napoles,21/22,-18,UEL,Napoles,1605,59993
21/22 · UEL · Napoles,21/22,-17,UEL,Napoles,2199,62192
21/22 · UEL · Napoles,21/22,-16,UEL,Napoles,2299,64491
21/22 · UEL · Napoles,21/22,-15,UEL,Napoles,2444,66935
21/22 · UEL · Napoles,21/22,-14,UEL,Napoles,2453,69388
21/22 · UEL · Napoles,21/22,-13,UEL,Napoles,2176,71564
21/22 · UEL · Napoles,21/22,-12,UEL,Napoles,2336,73900
21/22 · UEL · Napoles,21/22,-11,UEL,Napoles,6929,80829
21/22 · UEL · Napoles,21/22,-10,UEL,Napoles,6243,87072
21/22 · UEL · Napoles,21/22,-9,UEL,Napoles,5583,92655
21/22 · UEL · Napoles,21/22,-8,UEL,Napoles,6251,98906
21/22 · UEL · Napoles,21/22,-7,UEL,Napoles,4773,103679
21/22 · UEL · Napoles,21/22,-6,UEL,Napoles,4052,107731
21/22 · UEL · Napoles,21/22,-5,UEL,Napoles,3844,111575
21/22 · UEL · Napoles,21/22,-4,UEL,Napoles,5057,116632
21/22 · UEL · Napoles,21/22,-3,UEL,Napoles,4217,120849
21/22 · UEL · Napoles,21/22,-2,UEL,Napoles,6228,127077
21/22 · UEL · Napoles,21/22,-1,UEL,Napoles,10248,137325
21/22 · UEL · Napoles,21/22,0,UEL,Napoles,11646,148971
21/22 · UEL · Galatasaray,21/22,-13,UEL,Galatasaray,11322,11322
21/22 · UEL · Galatasaray,21/22,-12,UEL,Galatasaray,6797,18119
21/22 · UEL · Galatasaray,21/22,-11,UEL,Galatasaray,8153,26272
21/22 · UEL · Galatasaray,21/22,-10,UEL,Galatasaray,10030,36302
21/22 · UEL · Galatasaray,21/22,-9,UEL,Galatasaray,7547,43849
21/22 · UEL · Galatasaray,21/22,-8,UEL,Galatasaray,9262,53111
21/22 · UEL · Galatasaray,21/22,-7,UEL,Galatasaray,7681,60792
21/22 · UEL · Galatasaray,21/22,-6,UEL,Galatasaray,6038,66830
21/22 · UEL · Galatasaray,21/22,-5,UEL,Galatasaray,4873,71703
21/22 · UEL · Galatasaray,21/22,-4,UEL,Galatasaray,5627,77330
21/22 · UEL · Galatasaray,21/22,-3,UEL,Galatasaray,8428,85758
21/22 · UEL · Galatasaray,21/22,-2,UEL,Galatasaray,6834,92592
21/22 · UEL · Galatasaray,21/22,-1,UEL,Galatasaray,10827,103419
21/22 · UEL · Galatasaray,21/22,0,UEL,Galatasaray,15964,119383
21/22 · UEL · Eintracht Frankfurt,21/22,-24,UEL,Eintracht Frankfurt,13298,13298
21/22 · UEL · Eintracht Frankfurt,21/22,-23,UEL,Eintracht Frankfurt,28111,41409
21/22 · UEL · Eintracht Frankfurt,21/22,-22,UEL,Eintracht Frankfurt,13935,55344
21/22 · UEL · Eintracht Frankfurt,21/22,-21,UEL,Eintracht Frankfurt,7956,63300
21/22 · UEL · Eintracht Frankfurt,21/22,-20,UEL,Eintracht Frankfurt,6339,69639
21/22 · UEL · Eintracht Frankfurt,21/22,-19,UEL,Eintracht Frankfurt,4966,74605
21/22 · UEL · Eintracht Frankfurt,21/22,-18,UEL,Eintracht Frankfurt,4573,79178
21/22 · UEL · Eintracht Frankfurt,21/22,-17,UEL,Eintracht Frankfurt,6328,85506
21/22 · UEL · Eintracht Frankfurt,21/22,-16,UEL,Eintracht Frankfurt,6418,91924
21/22 · UEL · Eintracht Frankfurt,21/22,-15,UEL,Eintracht Frankfurt,8041,99965
21/22 · UEL · Eintracht Frankfurt,21/22,-14,UEL,Eintracht Frankfurt,8306,108271
21/22 · UEL · Eintracht Frankfurt,21/22,-13,UEL,Eintracht Frankfurt,8358,116629
21/22 · UEL · Eintracht Frankfurt,21/22,-12,UEL,Eintracht Frankfurt,5713,122342
21/22 · UEL · Eintracht Frankfurt,21/22,-11,UEL,Eintracht Frankfurt,9935,132277
21/22 · UEL · Eintracht Frankfurt,21/22,-10,UEL,Eintracht Frankfurt,13375,145652
21/22 · UEL · Eintracht Frankfurt,21/22,-2,UEL,Eintracht Frankfurt,19244,164896
21/22 · UEL · Eintracht Frankfurt,21/22,-1,UEL,Eintracht Frankfurt,16965,181861
21/22 · UEL · Eintracht Frankfurt,21/22,0,UEL,Eintracht Frankfurt,19752,201613
21/22 · UCL · Dynamo Kiev,21/22,-34,UCL,Dynamo Kiev,819,819
21/22 · UCL · Dynamo Kiev,21/22,-33,UCL,Dynamo Kiev,1983,2802
21/22 · UCL · Dynamo Kiev,21/22,-32,UCL,Dynamo Kiev,1154,3956
21/22 · UCL · Dynamo Kiev,21/22,-31,UCL,Dynamo Kiev,1208,5164
21/22 · UCL · Dynamo Kiev,21/22,-30,UCL,Dynamo Kiev,1805,6969
21/22 · UCL · Dynamo Kiev,21/22,-29,UCL,Dynamo Kiev,1647,8616
21/22 · UCL · Dynamo Kiev,21/22,-28,UCL,Dynamo Kiev,1187,9803
21/22 · UCL · Dynamo Kiev,21/22,-27,UCL,Dynamo Kiev,1130,10933
21/22 · UCL · Dynamo Kiev,21/22,-26,UCL,Dynamo Kiev,1192,12125
21/22 · UCL · Dynamo Kiev,21/22,-25,UCL,Dynamo Kiev,1085,13210
21/22 · UCL · Dynamo Kiev,21/22,-24,UCL,Dynamo Kiev,2289,15499
21/22 · UCL · Dynamo Kiev,21/22,-23,UCL,Dynamo Kiev,400,15899
21/22 · UCL · Dynamo Kiev,21/22,-22,UCL,Dynamo Kiev,39,15938
21/22 · UCL · Dynamo Kiev,21/22,-21,UCL,Dynamo Kiev,79,16017
21/22 · UCL · Dynamo Kiev,21/22,-20,UCL,Dynamo Kiev,41,16058
21/22 · UCL · Dynamo Kiev,21/22,-19,UCL,Dynamo Kiev,2014,18072
21/22 · UCL · Dynamo Kiev,21/22,-18,UCL,Dynamo Kiev,1321,19393
21/22 · UCL · Dynamo Kiev,21/22,-17,UCL,Dynamo Kiev,1311,20704
21/22 · UCL · Dynamo Kiev,21/22,-16,UCL,Dynamo Kiev,1411,22115
21/22 · UCL · Dynamo Kiev,21/22,-15,UCL,Dynamo Kiev,1624,23739
21/22 · UCL · Dynamo Kiev,21/22,-14,UCL,Dynamo Kiev,1563,25302
21/22 · UCL · Dynamo Kiev,21/22,-13,UCL,Dynamo Kiev,1185,26487
21/22 · UCL · Dynamo Kiev,21/22,-12,UCL,Dynamo Kiev,1013,27500
